Record_ID,Date,Month,Quarter,Year,Region,Trust,Hospital,AE_Type,Attendances,Emergency_Admissions,Seen_Within_4Hours,Over_4Hours,Average_Waiting_Time,Longest_Wait_Hours,Left_Before_Treatment,Ambulance_Arrivals,Self_Referrals,GP_Referrals,Other_Referrals
3836,06/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,268,109,227,41,302,9.4,6,149,110,72,86
3837,06/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,418,197,331,87,314,9.4,11,51,292,18,108
3838,06/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,562,114,503,59,112,5.9,4,169,167,67,328
3839,06/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,336,169,323,13,309,12.8,13,176,108,43,185
3840,06/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,449,157,299,150,183,4.3,10,159,266,32,151
3841,07/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,325,75,230,95,147,15.2,22,63,109,30,186
3842,07/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,471,78,450,21,207,6,2,201,239,77,155
3843,07/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,304,160,195,109,197,11.1,21,74,68,15,221
3844,07/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,448,52,283,165,264,11.6,3,136,212,51,185
3845,07/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,601,173,519,82,130,4.6,12,116,272,48,281
3846,08/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,255,53,221,34,255,13.2,5,187,227,54,26
3847,08/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,665,104,536,129,239,10.3,17,192,253,26,386
3848,08/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,337,61,282,55,177,10,20,184,275,27,35
3849,08/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,274,70,164,110,248,4.5,0,49,192,51,31
3850,08/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,329,177,240,89,101,10.4,5,158,170,76,83
3851,09/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,257,181,154,103,251,4.3,4,45,97,73,87
3852,09/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,392,117,275,117,309,15.5,17,77,189,21,182
3853,09/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,676,68,656,20,200,15.8,5,129,244,62,370
3854,09/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,448,88,290,158,236,9,5,66,102,31,315
3855,09/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,346,124,251,95,206,12.9,11,197,219,51,76
3856,10/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,524,123,336,188,215,8.1,23,110,235,10,279
3857,10/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,461,97,423,38,270,5.1,4,152,50,58,353
3858,10/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,417,114,306,111,106,6.7,3,83,237,78,102
3859,10/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,674,129,483,191,290,13.8,17,42,174,58,442
3860,10/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,370,162,356,14,188,7.9,8,64,243,36,91
3861,11/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,641,187,497,144,149,10,2,211,283,56,302
3862,11/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,624,153,433,191,173,5,1,202,82,16,526
3863,11/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,483,89,380,103,107,11.4,25,135,117,77,289
3864,11/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,436,65,387,49,211,7.6,22,130,297,33,106
3865,11/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,415,156,266,149,94,5.9,21,175,206,51,158
3866,12/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,474,54,399,75,129,9.1,11,145,132,57,285
3867,12/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,372,66,245,127,176,12.4,21,106,169,13,190
3868,12/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,474,50,295,179,225,7.7,19,127,87,70,317
3869,12/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,320,183,315,5,118,12.4,22,137,83,75,162
3870,12/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,402,167,325,77,245,12.3,19,190,103,24,275
3871,13/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,429,130,284,145,287,5.4,18,69,109,13,307
3872,13/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,411,193,390,21,125,15.3,24,103,190,49,172
3873,13/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,607,69,391,216,169,11.9,14,120,193,79,335
3874,13/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,432,70,264,168,202,12.3,24,204,113,16,303
3875,13/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,586,189,487,99,247,13.2,16,205,141,40,405
3876,14/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,682,53,680,2,258,13.7,17,148,289,12,381
3877,14/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,480,113,343,137,128,13.5,4,219,134,54,292
3878,14/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,458,106,449,9,119,12.4,19,186,156,73,229
3879,14/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,484,76,471,13,139,9.9,19,193,66,10,408
3880,14/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,431,61,306,125,203,13.5,7,133,206,60,165
3881,15/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,409,119,289,120,267,8.5,16,42,129,49,231
3882,15/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,631,78,509,122,111,12.8,15,65,245,60,326
3883,15/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,286,179,240,46,300,6.6,18,51,279,54,47
3884,15/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,595,60,567,28,255,8.7,19,65,241,48,306
3885,15/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,510,190,383,127,138,14.6,5,168,177,41,292
3886,16/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,603,167,476,127,314,11.1,4,198,198,50,355
3887,16/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,642,151,628,14,218,15.8,19,218,228,18,396
3888,16/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,421,80,346,75,121,11.1,19,187,54,35,332
3889,16/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,332,128,233,99,174,5,22,186,201,40,91
3890,16/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,555,65,333,222,107,9.3,15,199,74,65,416
3891,17/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,291,155,276,15,102,5.1,8,100,258,50,17
3892,17/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,364,95,255,109,211,7.3,18,95,215,47,102
3893,17/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,391,101,287,104,147,14,3,86,256,76,59
3894,17/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,415,182,334,81,250,4.7,0,113,73,58,284
3895,17/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,564,184,563,1,255,11.2,10,198,246,59,259
3896,18/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,575,106,519,56,274,7.8,4,122,52,70,453
3897,18/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,260,102,211,49,272,13.3,15,108,242,16,2
3898,18/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,667,176,524,143,168,9.4,16,92,84,50,533
3899,18/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,349,181,341,8,285,14.1,8,53,184,20,145
3900,18/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,606,183,470,136,177,15.9,17,111,155,26,425
3901,19/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,427,92,356,71,224,12.7,8,50,170,64,193
3902,19/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,390,108,345,45,237,8.4,0,144,114,17,259
3903,19/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,576,112,454,122,179,11.8,2,110,289,57,230
3904,19/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,596,69,489,107,138,11,15,220,197,36,363
3905,19/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,423,165,291,132,224,9.1,21,71,120,63,240
3906,20/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,423,61,254,169,270,4.3,24,182,124,40,259
3907,20/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,258,82,177,81,246,9.8,8,210,58,80,120
3908,20/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,364,117,296,68,268,15.2,18,203,209,49,106
3909,20/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,586,195,458,128,205,10.1,14,199,84,43,459
3910,20/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,685,67,644,41,195,14.9,1,155,117,71,497
3911,21/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,414,174,340,74,149,8.3,0,174,107,74,233
3912,21/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,383,101,290,93,306,10.5,4,203,243,56,84
3913,21/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,393,199,284,109,158,7.8,5,151,172,44,177
3914,21/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,696,99,592,104,199,11.5,8,181,157,58,481
3915,21/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,584,189,412,172,309,7.8,2,120,63,33,488
3916,22/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,521,175,431,90,128,5.5,23,156,73,32,416
3917,22/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,366,103,242,124,301,7,23,188,189,79,98
3918,22/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,357,132,313,44,176,11.8,19,106,75,39,243
3919,22/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,438,152,341,97,190,14.2,20,211,128,12,298
3920,22/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,334,94,224,110,230,14.5,3,147,299,27,8
3921,23/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,555,70,376,179,115,6.1,13,70,97,79,379
3922,23/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,323,192,291,32,205,4.3,25,57,266,25,32
3923,23/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,557,105,403,154,318,10.4,5,157,123,30,404
3924,23/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,543,124,405,138,147,8.2,19,171,102,53,388
3925,23/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,602,192,566,36,186,5.1,24,108,272,68,262
3926,24/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,344,63,236,108,118,14.4,13,172,167,22,155
3927,24/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,644,137,612,32,257,14.6,25,214,154,19,471
3928,24/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,682,159,448,234,100,9.6,22,143,146,29,507
3929,24/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,548,60,524,24,156,5.7,20,96,291,53,204
3930,24/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,438,56,346,92,200,15.2,15,207,125,36,277
3931,25/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,287,145,223,64,98,12.9,22,128,267,49,29
3932,25/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,422,59,332,90,255,11.5,0,118,234,13,175
3933,25/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,383,113,310,73,184,15.4,19,118,238,71,74
3934,25/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,301,195,219,82,101,5.2,10,193,227,36,38
3935,25/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,561,145,342,219,122,9.8,24,78,300,56,205
3936,26/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,303,179,266,37,300,13.2,8,87,216,10,77
3937,26/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,266,97,208,58,285,8.3,25,136,125,32,109
3938,26/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,470,142,408,62,145,8.4,18,114,242,62,166
3939,26/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,404,67,314,90,114,15.1,19,196,233,31,140
3940,26/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,321,115,234,87,139,10.8,23,184,63,71,187
3941,27/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,348,198,324,24,189,6.1,22,165,220,40,88
3942,27/02/2025,February,1,2025,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,311,86,210,101,137,10.6,5,89,262,43,6
3943,27/02/2025,February,1,2025,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,575,118,499,76,277,12.4,15,68,173,41,361
3944,27/02/2025,February,1,2025,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,496,160,477,19,102,12.3,13,93,251,52,193
3945,27/02/2025,February,1,2025,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,490,129,367,123,286,12.7,8,121,274,74,142
3946,28/02/2025,February,1,2025,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,572,54,489,83,252,13.9,15,105,86,62,424
